ImageName,Label,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19
oblong (592).jpg,Oblong,1.270304586,0.815360791,0.305638688,0.97584862,0.949669121,0.783013007,0.788515307,0.584608015,0.518334419,0.436955558,0.219083771,0.181390707,0.311265972,0.372359094,0.514362026,0.664847717,0.757633694,0.922702242,0.970836675
oblong (593).jpg,Oblong,1.208844764,0.832749471,0.25093342,0.992853603,0.914397346,0.780906142,0.670781972,0.552702019,0.42389789,0.368124245,0.222819041,0.165564241,0.332728996,0.393565328,0.507682511,0.64251152,0.725143443,0.867653331,0.929130828
oblong (594).jpg,Oblong,1.188695884,0.811345132,0.268280678,0.836454693,0.771326836,0.635446481,0.565429583,0.438270352,0.344298508,0.292104723,0.154569901,0.215345297,0.36371863,0.422624645,0.523293423,0.658839394,0.736770299,0.879181842,0.945671619
oblong (595).jpg,Oblong,1.279518715,0.822729135,0.30826208,0.866471977,0.777475163,0.654134785,0.525191712,0.419025128,0.285529118,0.227591697,0.11585727,0.200050188,0.376924363,0.456995978,0.565460344,0.728119957,0.80748882,0.950317569,1.018184806
oblong (596).jpg,Oblong,1.177900391,0.796530266,0.242976555,1.008618657,0.940431653,0.804162319,0.720671934,0.589288518,0.476746388,0.416655442,0.254538146,0.167235327,0.329998343,0.389983599,0.490902372,0.615990496,0.688549222,0.817936412,0.875537429
oblong (597).jpg,Oblong,1.164372895,0.822402489,0.256092192,0.907140764,0.837451342,0.69112678,0.615191109,0.468073105,0.367451349,0.310194606,0.169872872,0.217581883,0.373367204,0.432770353,0.521545506,0.654673272,0.728233645,0.865822581,0.936433536
oblong (598).jpg,Oblong,1.230588895,0.82581326,0.293156281,0.95134607,0.882538713,0.733033607,0.653339886,0.506421105,0.397582,0.335347287,0.200976316,0.106157019,0.22844437,0.288016773,0.401528426,0.542838862,0.622476684,0.768600687,0.832766559
oblong (599).jpg,Oblong,1.268235566,0.801185759,0.283760561,0.984779402,0.913180174,0.754540914,0.672003092,0.51857163,0.402046767,0.339830857,0.2126558,0.071817681,0.183345481,0.243984298,0.365698444,0.513001742,0.595481304,0.747715751,0.812436573
oblong (60).jpg,Oblong,1.281661609,0.830195847,0.283432256,0.924878873,0.853552455,0.711102751,0.618604208,0.474142298,0.347934582,0.282387102,0.138591923,0.235482388,0.394879023,0.468554545,0.59668581,0.758273907,0.842774683,0.992244395,1.060196747
oblong (600).jpg,Oblong,1.285714286,0.824468812,0.280217665,0.800323437,0.742096306,0.613469668,0.539231179,0.405578329,0.281431708,0.208418752,0.055291492,0.344022784,0.510452922,0.593548883,0.744633638,0.903518756,0.984773517,1.128431938,1.190818741
oblong (601).jpg,Oblong,1.192810289,0.789234272,0.259623963,0.962693848,0.903319708,0.76787264,0.701911978,0.56244077,0.465019229,0.406633916,0.237034492,0.20099626,0.360622106,0.416632856,0.514781755,0.642862198,0.717806818,0.851055931,0.908276087
oblong (602).jpg,Oblong,1.27594188,0.776158583,0.254200778,0.987684638,0.923720396,0.773847576,0.703088763,0.537804681,0.422957983,0.351567885,0.205441726,0.171254921,0.322661947,0.398629021,0.516920626,0.681183475,0.761548906,0.906676857,0.975618054
oblong (603).jpg,Oblong,1.275965266,0.784214063,0.23451095,1.005325856,0.937815901,0.798015334,0.72080762,0.578773398,0.473336298,0.413678111,0.244851447,0.217656252,0.397758253,0.45981343,0.551872505,0.679314795,0.749929649,0.877701701,0.937309929
oblong (605).jpg,Oblong,1.273136183,0.848207299,0.253993987,1.27825589,1.230304678,1.127492341,1.052748999,0.929142435,0.797321541,0.721731322,0.474831264,0.323002085,0.610209198,0.699994283,0.82959472,0.96891601,1.041256168,1.154195765,1.200324741
oblong (606).jpg,Oblong,1.274886186,0.808949544,0.275303517,0.808328241,0.756127902,0.620911922,0.573772574,0.436315739,0.354600659,0.29651564,0.146582363,0.231848876,0.380453857,0.446762915,0.557241752,0.71193423,0.797339348,0.956655249,1.031174954
oblong (607).jpg,Oblong,1.221801473,0.772568419,0.244682081,0.863250922,0.840366521,0.689983337,0.697187249,0.50744723,0.447295392,0.366756105,0.179972664,0.194047957,0.320964544,0.383193721,0.497485282,0.641159036,0.724404267,0.884389445,0.943754716
oblong (608).jpg,Oblong,1.160588761,0.79051662,0.242817369,0.81740901,0.762883769,0.632200962,0.582533147,0.450357027,0.374395477,0.319720278,0.156748479,0.285787563,0.462146829,0.523632483,0.609699192,0.737602784,0.810662007,0.945239251,1.011249479
oblong (609).jpg,Oblong,1.236958356,0.776662426,0.27443123,1.083050544,0.998803721,0.853924334,0.737210471,0.595777982,0.45642256,0.389022243,0.253138781,0.086592254,0.238642617,0.30813764,0.419388547,0.56658184,0.639927153,0.770368683,0.832824249
oblong (61).jpg,Oblong,1.207845409,0.834836908,0.290282106,0.878078369,0.800771131,0.672827748,0.567957089,0.448106523,0.325088964,0.266123951,0.136979879,0.225827971,0.390702356,0.461374482,0.573888859,0.726537791,0.808089244,0.955041614,1.024897001
oblong (610).jpg,Oblong,1.245682198,0.792786533,0.285390896,0.99418031,0.928170173,0.777835006,0.700340226,0.548781071,0.433976663,0.370520153,0.225777391,0.126289508,0.258990872,0.320443733,0.437457662,0.580211858,0.659493026,0.803457221,0.864993299
oblong (611).jpg,Oblong,1.166864971,0.80255718,0.246036368,0.986265039,0.926880928,0.780585347,0.727372855,0.570895237,0.484663909,0.420601301,0.259102091,0.14889173,0.298720517,0.359396094,0.440661356,0.571363262,0.638643282,0.76600298,0.832253896
oblong (612).jpg,Oblong,1.203993544,0.78340182,0.236324578,0.902921083,0.82702236,0.695011415,0.597034014,0.469561017,0.351419074,0.290684996,0.157624784,0.212359763,0.376836828,0.444194638,0.547670237,0.68771153,0.759640366,0.890173833,0.95439483
oblong (613).jpg,Oblong,1.228815975,0.830704677,0.252858348,1.017138371,0.951664718,0.812401566,0.725118885,0.584963079,0.460672762,0.392335544,0.217127239,0.193364937,0.355438231,0.420654703,0.550889843,0.690280592,0.773777523,0.91602681,0.971952622
oblong (614).jpg,Oblong,1.257410466,0.769074828,0.262474369,0.780161928,0.710140278,0.587055877,0.497892292,0.376747523,0.26319784,0.198891837,0.067575683,0.274702815,0.442786625,0.521201351,0.628956929,0.782852088,0.85766384,0.994330984,1.066184926
oblong (615).jpg,Oblong,1.213349385,0.773932634,0.221045267,1.007239916,0.93148986,0.7856165,0.690624314,0.538351871,0.414439181,0.348213055,0.208738918,0.179916669,0.338648135,0.407685253,0.508984934,0.656719633,0.728537247,0.858644605,0.923698098
oblong (616).jpg,Oblong,1.22079868,0.802346807,0.245928332,0.883365202,0.844864911,0.69593827,0.676136289,0.518995027,0.451150313,0.388550716,0.196117685,0.209077887,0.346368446,0.40241432,0.520681805,0.655248216,0.739061446,0.888050392,0.939019362
oblong (617).jpg,Oblong,1.240385789,0.779415308,0.285714286,0.76290316,0.692700035,0.570745786,0.479412429,0.361347729,0.241055849,0.181667832,0.058508053,0.308457667,0.469006491,0.544764521,0.673149073,0.829310903,0.910012103,1.057340804,1.125768591
oblong (618).jpg,Oblong,1.228138953,0.795941283,0.238099664,0.941024204,0.869005123,0.721211324,0.639526597,0.485936962,0.376883597,0.314123244,0.183460273,0.18447597,0.334477934,0.404900153,0.504850619,0.663136703,0.740525135,0.882407754,0.954512829
oblong (619).jpg,Oblong,1.232268283,0.765580574,0.249615088,0.90066851,0.840672419,0.698892975,0.639295374,0.478149768,0.37999882,0.315259616,0.166719126,0.263326122,0.41806144,0.483181309,0.579573331,0.722692066,0.795669795,0.93227577,0.999168437
oblong (620).jpg,Oblong,1.307500402,0.79432201,0.286299167,0.932787532,0.885291018,0.734980776,0.688707175,0.5151252,0.410718725,0.340035212,0.182137191,0.19540961,0.326168696,0.392491728,0.525956727,0.68387999,0.77186474,0.930142176,0.9906357
oblong (621).jpg,Oblong,1.242803488,0.799617743,0.286921377,0.900749978,0.841480586,0.698889906,0.635795716,0.486162477,0.382442412,0.315296369,0.168256316,0.177108368,0.310883129,0.374393855,0.48803691,0.627561842,0.704505306,0.847054835,0.908549349
oblong (623).jpg,Oblong,1.233681727,0.806268528,0.278232901,0.88988081,0.85973113,0.708940351,0.705214642,0.532461208,0.474983148,0.405307372,0.209999412,0.169332584,0.301971982,0.360204934,0.469218218,0.606298457,0.688099339,0.838286515,0.894730872
oblong (624).jpg,Oblong,1.222723865,0.792462206,0.267495934,0.90097884,0.850926715,0.703882071,0.650771641,0.498449875,0.397159914,0.333018332,0.158936738,0.209246523,0.340372611,0.397803102,0.538103419,0.684562723,0.774949432,0.930708212,0.980994891
oblong (625).jpg,Oblong,1.369744821,0.804368531,0.27604136,1.055248091,1.013992505,0.853726514,0.828315124,0.660629578,0.573063852,0.500812957,0.301814316,0.130883687,0.260185554,0.319020994,0.459229505,0.600075892,0.687935118,0.842709614,0.895138396
oblong (626).jpg,Oblong,1.241469783,0.805345587,0.281814606,1.031060724,0.954446108,0.803041054,0.709720357,0.572170577,0.446405417,0.37950885,0.244747778,0.06441095,0.191584423,0.257449784,0.383092711,0.525074852,0.601880975,0.742189482,0.803822767
oblong (627).jpg,Oblong,1.257959414,0.819705033,0.274211961,0.884275855,0.825107548,0.675921137,0.619661338,0.464300304,0.374363836,0.316287079,0.170751678,0.195172536,0.3329999,0.392288698,0.491627553,0.636990496,0.717457887,0.868131755,0.939774267
oblong (628).jpg,Oblong,1.160921737,0.827142401,0.25778256,0.995591186,0.947811069,0.786824317,0.75470731,0.579271855,0.501249961,0.432109331,0.248146758,0.110938126,0.240386184,0.29535915,0.397984964,0.526731288,0.603048494,0.741547432,0.797103641
oblong (629).jpg,Oblong,1.175257746,0.80708402,0.28254194,0.854983862,0.785633202,0.657986531,0.574544321,0.446647999,0.345923372,0.285333227,0.143628317,0.234593267,0.408205892,0.478805556,0.566467863,0.706276664,0.775372757,0.899418823,0.967257857
oblong (63).jpg,Oblong,1.281943362,0.856941816,0.253397244,1.062897471,0.991677524,0.84449579,0.755065043,0.607949138,0.492949286,0.430183052,0.262097447,0.174638356,0.352520178,0.415021914,0.505994203,0.641482173,0.720275908,0.858745108,0.924339024
oblong (630).jpg,Oblong,1.250323446,0.825422561,0.254227457,1.136955094,1.062606618,0.914865851,0.827657708,0.69080682,0.575704998,0.514644342,0.34187586,0.088059276,0.24703254,0.305977094,0.406054996,0.527275793,0.599075447,0.725456356,0.781607147
oblong (631).jpg,Oblong,1.261211951,0.848791375,0.252699745,0.832903016,0.755564861,0.624982483,0.522894948,0.405358077,0.28946917,0.237786427,0.103928306,0.279795185,0.457283647,0.521223768,0.618699446,0.759287471,0.84216448,0.992445896,1.063539616
oblong (632).jpg,Oblong,1.210412434,0.772857872,0.218269351,1.065065187,1.00361083,0.856499467,0.794479379,0.625387257,0.520056122,0.448669984,0.28223399,0.216581123,0.391010242,0.461594555,0.555210703,0.698823239,0.768865699,0.899717307,0.964722004
oblong (633).jpg,Oblong,1.200117888,0.827868439,0.263066821,0.754011086,0.688657942,0.562625728,0.491848873,0.372515502,0.282134409,0.230052008,0.106269751,0.247414591,0.402752316,0.468563165,0.564167726,0.709697179,0.78896876,0.940593055,1.019627463
oblong (634).jpg,Oblong,1.281186625,0.786584694,0.271494838,0.921882983,0.855059245,0.718545191,0.635595202,0.492926275,0.377648543,0.310039864,0.163223153,0.197725411,0.356519501,0.429311795,0.545924732,0.700897263,0.779284127,0.919980423,0.986595298
oblong (635).jpg,Oblong,1.177598804,0.762790608,0.252944164,0.933333797,0.898840313,0.766027255,0.751465295,0.596363144,0.534570896,0.467749911,0.269093868,0.176863094,0.331281208,0.39313219,0.503064687,0.637513535,0.71632974,0.859973345,0.914982278
oblong (636).jpg,Oblong,1.178364087,0.82798898,0.279045799,0.831256906,0.769111856,0.621454392,0.557143851,0.411373484,0.319824294,0.262462291,0.125535068,0.178082531,0.307776165,0.366041786,0.471658988,0.614507773,0.697237215,0.85046176,0.919439012
oblong (637).jpg,Oblong,1.245201104,0.8086909,0.313064192,1.147740561,1.059624377,0.925149664,0.792845949,0.667364824,0.521186193,0.453301612,0.314910466,0.039777164,0.214910048,0.292768506,0.402968947,0.551260187,0.622213967,0.74599714,0.80290016
oblong (638).jpg,Oblong,1.231503933,0.806475081,0.266191404,0.907581093,0.845665489,0.710389251,0.639195341,0.490518373,0.386263022,0.325313639,0.171902711,0.258049818,0.426525773,0.493821971,0.604177835,0.756133174,0.835824767,0.973891491,1.036630351
oblong (639).jpg,Oblong,1.177598804,0.762790608,0.252944164,0.933333797,0.898840313,0.766027255,0.751465295,0.596363144,0.534570896,0.467749911,0.269093868,0.176863094,0.331281208,0.39313219,0.503064687,0.637513535,0.71632974,0.859973345,0.914982278
oblong (64).jpg,Oblong,1.207176488,0.843930426,0.275671185,0.921539057,0.836950034,0.707910645,0.58324836,0.470091212,0.335909438,0.276948342,0.137310485,0.250214023,0.443712136,0.513898329,0.612369035,0.76091185,0.842697134,0.987352498,1.057862911
oblong (641).jpg,Oblong,1.253603431,0.845569509,0.237007626,1.087777501,1.023428391,0.884479997,0.807757562,0.665244153,0.555818343,0.490297089,0.300265807,0.218935731,0.412951222,0.479205011,0.571431837,0.697424993,0.769313919,0.896315381,0.956285831
oblong (642).jpg,Oblong,1.276083726,0.816159135,0.279311659,1.13240312,1.070385127,0.938752958,0.845672632,0.704978344,0.557827323,0.48081334,0.293458974,0.179648918,0.362127686,0.445171864,0.609836761,0.775122556,0.862730055,1.006638284,1.061354214
oblong (643).jpg,Oblong,1.27416569,0.805901543,0.318121362,0.967295038,0.898419526,0.759869275,0.66292332,0.531049751,0.384579729,0.31369279,0.173660505,0.171202051,0.299029991,0.365672659,0.517856664,0.660862298,0.741602459,0.888513982,0.943002933
oblong (644).jpg,Oblong,1.312376056,0.817807673,0.263776298,1.018665715,0.986802843,0.83626429,0.820973188,0.643098252,0.566183402,0.495748767,0.260074718,0.243364273,0.404305368,0.470007068,0.624708815,0.782164075,0.877159974,1.033226997,1.077111664
oblong (645).jpg,Oblong,1.285987071,0.794858437,0.286633507,0.956178125,0.90845261,0.759470032,0.711881162,0.545020938,0.439849324,0.372991268,0.213933206,0.161170975,0.28424092,0.342190805,0.474622541,0.621095759,0.706024992,0.857192738,0.908400892
oblong (646).jpg,Oblong,1.305137776,0.820131322,0.297134839,1.029260612,0.939699287,0.800079982,0.675180727,0.54221676,0.406209581,0.336843115,0.194334758,0.214880218,0.42824585,0.510897928,0.581670768,0.722067541,0.785496806,0.902417699,0.963653341
oblong (647).jpg,Oblong,1.320642831,0.814660041,0.273116476,0.954184108,0.882259384,0.735374026,0.644978159,0.506686911,0.379998438,0.317723613,0.180600626,0.16263596,0.297167555,0.361745091,0.495699862,0.643009021,0.725409304,0.87600925,0.93927757
oblong (648).jpg,Oblong,1.283195516,0.80551423,0.264077042,0.924059611,0.852691827,0.715640969,0.61857921,0.484074981,0.342800718,0.278689707,0.147126378,0.235401116,0.374306091,0.44171122,0.590876881,0.743603103,0.828841828,0.982613729,1.04534718
oblong (649).jpg,Oblong,1.235557264,0.816951296,0.273537522,1.077040435,0.997177763,0.84754756,0.743076111,0.615591731,0.482950004,0.419573316,0.265295285,0.087926766,0.227282805,0.285104832,0.406166074,0.527042251,0.601908157,0.732588493,0.784621586
oblong (65).jpg,Oblong,1.267026524,0.811788504,0.2969557,0.975986556,0.907352371,0.755028745,0.668025023,0.517528339,0.393408066,0.330238641,0.193284323,0.114165321,0.232221137,0.291542886,0.425930075,0.574988934,0.662034282,0.81739884,0.875988048
oblong (650).jpg,Oblong,1.193778501,0.780625166,0.206713269,0.952308852,0.896627209,0.749641146,0.702749503,0.532342105,0.442360031,0.372160992,0.205874011,0.250652142,0.420004424,0.493449614,0.586434217,0.736624648,0.809883993,0.946194548,1.016369462
oblong (651).jpg,Oblong,1.313477487,0.806022961,0.216781109,0.924978847,0.874908742,0.726837593,0.690082379,0.548446858,0.466730702,0.40715525,0.230434187,0.228038821,0.371390138,0.429848924,0.54848598,0.686150166,0.768954526,0.918590293,0.978072556
oblong (652).jpg,Oblong,1.311314727,0.814448913,0.29141805,0.956907724,0.917106009,0.756855205,0.724924433,0.532520888,0.423787113,0.345208055,0.174904534,0.210288008,0.329643832,0.393439306,0.550807055,0.713902642,0.810467904,0.984216153,1.043604349
oblong (653).jpg,Oblong,1.204803544,0.7731155,0.218207683,0.86094401,0.814221375,0.671083296,0.641538029,0.474252817,0.399269285,0.333165804,0.167549317,0.264187957,0.416161518,0.482107135,0.58239606,0.729420213,0.807516985,0.956416814,1.024901284
oblong (654).jpg,Oblong,1.210476143,0.811212387,0.289749504,0.94111726,0.859818923,0.733161487,0.626964737,0.511115756,0.392576596,0.329629369,0.192079867,0.192029263,0.38441353,0.461951735,0.542868629,0.674196015,0.736636949,0.855808068,0.922328899
oblong (655).jpg,Oblong,1.223077733,0.792659931,0.254407563,0.859824851,0.801799604,0.660120803,0.603345464,0.452621807,0.358183411,0.297525493,0.160360577,0.194263507,0.327926438,0.392985956,0.506707244,0.662419534,0.746525908,0.904525228,0.977178754
oblong (656).jpg,Oblong,1.18574831,0.782499296,0.257762795,0.911958346,0.854262082,0.715727691,0.656140372,0.501469545,0.401394657,0.332362424,0.179883696,0.212359241,0.365774889,0.43681686,0.541578566,0.691150364,0.766254416,0.906808315,0.976577349
oblong (657).jpg,Oblong,1.315491051,0.794597931,0.293251262,0.894897009,0.833411992,0.698852636,0.626264333,0.485629873,0.378779409,0.316813405,0.177081131,0.203136607,0.352142376,0.419233209,0.534577924,0.681992942,0.75921492,0.89917536,0.960765566
oblong (658).jpg,Oblong,1.312481458,0.831037299,0.299104339,0.917230565,0.886509634,0.730332613,0.712157151,0.517591422,0.416948533,0.329733086,0.144982287,0.221672714,0.34641577,0.41134417,0.563048216,0.7174571,0.81192033,0.984546467,1.039078778
oblong (659).jpg,Oblong,1.209382301,0.81021249,0.265451208,0.85225443,0.806801272,0.673368208,0.630985058,0.488977097,0.409077146,0.345499838,0.144287393,0.276022352,0.444864184,0.511235553,0.640408949,0.789742135,0.880760121,1.031990136,1.087623784
oblong (66).jpg,Oblong,1.28809243,0.836511897,0.306298089,0.90048296,0.817665295,0.683996961,0.57277863,0.451412236,0.325134543,0.262546152,0.136799809,0.192231847,0.360118269,0.436024898,0.542878515,0.694419703,0.77125716,0.913433473,0.982095788
oblong (660).jpg,Oblong,1.196689914,0.841242953,0.269096579,1.009901355,0.961315193,0.806920541,0.756416905,0.580846478,0.482416088,0.413123238,0.216474549,0.191491329,0.341098534,0.402393998,0.538098507,0.693533801,0.788699976,0.948313998,1.003486988
oblong (661).jpg,Oblong,1.207019698,0.825591185,0.250553302,0.953675745,0.887271622,0.735058232,0.669641418,0.518038486,0.429920345,0.375157478,0.22213259,0.164845379,0.311250135,0.364023098,0.444497127,0.575044741,0.649973008,0.788322003,0.856238261
oblong (663).jpg,Oblong,1.247043974,0.829296293,0.298471505,0.943715464,0.859565835,0.720411372,0.609391467,0.482438229,0.357021368,0.296370417,0.171462041,0.157962267,0.309587832,0.375866187,0.476699329,0.61657828,0.690079995,0.825782278,0.89269393
oblong (665).jpg,Oblong,1.268569767,0.79620448,0.279236411,0.924081233,0.863101574,0.725681187,0.660338355,0.520591451,0.425277012,0.363878914,0.199320487,0.223343466,0.391358801,0.458616788,0.560970087,0.702793362,0.779858015,0.918464243,0.981232268
oblong (666).jpg,Oblong,1.246608794,0.803436303,0.307111345,1.009863706,0.938771013,0.787335914,0.693916241,0.552796173,0.419929581,0.355020532,0.221806567,0.090516219,0.206377796,0.269044616,0.410423555,0.559107997,0.64391799,0.796476734,0.856207894
oblong (667).jpg,Oblong,1.202147246,0.819363021,0.246752365,1.028321924,0.972284086,0.798300616,0.739404279,0.549850139,0.430480358,0.356323236,0.219020603,0.078220351,0.181379004,0.237363983,0.360658066,0.500101679,0.581211227,0.730805654,0.789344486
oblong (668).jpg,Oblong,1.328659737,0.785051958,0.276140975,1.100783885,1.018100671,0.861753196,0.751914386,0.603091781,0.455776208,0.391653763,0.269719597,0.082089992,0.211769977,0.277371581,0.412125357,0.560423882,0.639338688,0.783053024,0.845312855
oblong (669).jpg,Oblong,1.282830437,0.802478668,0.275022318,0.983203232,0.911634581,0.76319218,0.674120648,0.522252099,0.404518773,0.339453606,0.206882206,0.120940594,0.257378776,0.325066359,0.440365072,0.599799729,0.681616065,0.82901799,0.898698669
oblong (67).jpg,Oblong,1.208853116,0.829151669,0.309351998,0.869606099,0.786623849,0.659213851,0.538715843,0.42991369,0.298278308,0.241587528,0.122680177,0.181464484,0.32504065,0.391989289,0.516277716,0.671783215,0.756673375,0.907209236,0.975676597
oblong (670).jpg,Oblong,1.238360139,0.815930128,0.273970148,0.784881426,0.723843682,0.584483006,0.516951187,0.369585515,0.270055239,0.209280612,0.069850476,0.267613346,0.412963394,0.480780904,0.601482924,0.762491495,0.851709425,1.014013565,1.085542263
oblong (671).jpg,Oblong,1.223660232,0.823733708,0.283196362,0.786312656,0.710393998,0.588938631,0.488560349,0.382803437,0.26895197,0.21857977,0.096907096,0.254577454,0.415014604,0.476282505,0.581597826,0.717826459,0.799194211,0.947909809,1.015971598
oblong (672).jpg,Oblong,1.230080245,0.837292069,0.285836925,0.889614675,0.813806178,0.680714665,0.581582185,0.456271654,0.342540186,0.282468292,0.150992206,0.175369418,0.334875001,0.405725187,0.512965759,0.669867096,0.751705208,0.896407699,0.965287081
oblong (673).jpg,Oblong,1.263190102,0.795845249,0.290224261,0.949783074,0.883243737,0.73151002,0.644635814,0.485099289,0.353213121,0.286146775,0.15558311,0.165056919,0.288675047,0.354959678,0.503067926,0.668486959,0.759538119,0.918371085,0.978747566
oblong (674).jpg,Oblong,1.25586837,0.834155811,0.276554837,1.016132403,0.956202068,0.802419266,0.737645474,0.57732569,0.466287975,0.399558845,0.223455185,0.184913902,0.328434019,0.387524538,0.514015915,0.652270278,0.734695712,0.877759738,0.931461917
oblong (68).jpg,Oblong,1.234914721,0.815969707,0.255708991,0.750648681,0.685446061,0.561612845,0.471711502,0.354983641,0.227952045,0.166837422,0.009586637,0.427482802,0.605568679,0.678130665,0.823515918,0.974255016,1.063604852,1.216644688,1.276076736
oblong (689).jpg,Oblong,1.261139401,0.826818898,0.285706385,0.888008448,0.805238906,0.679932599,0.562940102,0.450103169,0.320018087,0.261307002,0.130483198,0.25255417,0.446412098,0.521209913,0.618956455,0.754564783,0.829291279,0.967349576,1.02951905
oblong (69).jpg,Oblong,1.297885426,0.794921997,0.241553558,0.951188813,0.892008848,0.735086224,0.675339211,0.509009786,0.404772975,0.346738765,0.214292548,0.152432818,0.274614255,0.337639999,0.469886311,0.636387138,0.729217993,0.897596597,0.966597935
oblong (690).jpg,Oblong,1.21490824,0.78695657,0.220081603,0.748996701,0.69813431,0.566979211,0.521657413,0.375765209,0.293664762,0.227158544,0.071446356,0.331385989,0.501951153,0.578417848,0.684791474,0.842372526,0.92245367,1.074519261,1.153173233
oblong (693).jpg,Oblong,1.236610199,0.786893256,0.259791006,0.797149,0.735190207,0.599324212,0.515493805,0.369183593,0.241220371,0.168808742,0.03049237,0.285631142,0.42858831,0.508322963,0.664846321,0.845619493,0.939666291,1.10429002,1.172768777
oblong (696).jpg,Oblong,1.245166326,0.779230321,0.273986301,1.053010644,0.988011968,0.838716939,0.770556853,0.61940842,0.519187341,0.453797942,0.282891367,0.122167741,0.277175347,0.340044184,0.435949812,0.565844883,0.63617851,0.763311973,0.821395935
oblong (70).jpg,Oblong,1.198491914,0.814777614,0.279591987,0.804095037,0.744969208,0.613072963,0.539712637,0.409072976,0.304847721,0.245602882,0.080275658,0.298957051,0.46134618,0.526034548,0.655218796,0.804488277,0.895597661,1.050501356,1.111607546
oblong (709).jpg,Oblong,1.234651248,0.802505841,0.252483201,0.883696484,0.808639171,0.667231404,0.571452479,0.425839693,0.304312498,0.242846982,0.117482825,0.259191748,0.411136012,0.47849673,0.587519214,0.753442209,0.835724131,0.982698777,1.054545841
oblong (71).jpg,Oblong,1.203841331,0.813948499,0.296967018,1.05206962,0.977921444,0.827826629,0.718916518,0.579359096,0.425899576,0.35922991,0.237334172,0.059300613,0.166682269,0.227122717,0.382763429,0.529912265,0.613939591,0.764170471,0.816418227
oblong (711).jpg,Oblong,1.20461849,0.797952813,0.261457984,1.021881338,0.954354892,0.816899873,0.733814261,0.591820733,0.471451624,0.402506396,0.242738419,0.176289752,0.343858264,0.416175182,0.535629824,0.678135154,0.753559969,0.889013945,0.950636259
oblong (712).jpg,Oblong,1.171397669,0.791035526,0.277783596,0.849036684,0.797273821,0.674684352,0.617773101,0.484976748,0.386929299,0.320223924,0.160724894,0.24559025,0.400148218,0.473113058,0.595922888,0.746917837,0.825744208,0.967756924,1.028951299
oblong (713).jpg,Oblong,1.273433776,0.800784668,0.248777528,0.928752912,0.858881658,0.722234985,0.639080689,0.506776767,0.39945585,0.343976756,0.196642554,0.209501493,0.369455919,0.429569173,0.531623291,0.662258119,0.738110567,0.876123975,0.938655041
oblong (714).jpg,Oblong,1.264250071,0.857839216,0.276983324,0.942584823,0.852845312,0.712214898,0.592904244,0.477126304,0.351693444,0.298430102,0.183691032,0.128283877,0.273279298,0.331871185,0.430749532,0.56512863,0.6440159,0.788133109,0.855908757
oblong (715).jpg,Oblong,1.263148836,0.829938298,0.301539743,0.81523445,0.732098053,0.604306403,0.488045184,0.373639916,0.24750839,0.190728516,0.079339488,0.216126615,0.372684683,0.44514914,0.564498729,0.726779725,0.812091454,0.965270941,1.035493915
oblong (716).jpg,Oblong,1.181995026,0.805053508,0.25110098,1.161886409,1.095783791,0.968956496,0.874029076,0.735195909,0.60778845,0.537784657,0.345059039,0.170960066,0.392237089,0.467068154,0.569690212,0.713320163,0.788047881,0.912164175,0.969352613
oblong (717).jpg,Oblong,1.237817123,0.798144925,0.278960757,0.885617142,0.817328891,0.67541101,0.590847494,0.453536703,0.335292856,0.27891183,0.152077652,0.184188651,0.30628064,0.365112228,0.496326412,0.643291714,0.72865934,0.882219522,0.941486577
oblong (718).jpg,Oblong,1.218040203,0.840764224,0.280968941,0.927717319,0.866403012,0.720963862,0.649264075,0.499239334,0.386483845,0.318945948,0.16703536,0.198315021,0.340574473,0.406638128,0.532831998,0.679540702,0.762740555,0.913244334,0.976216898
oblong (719).jpg,Oblong,1.311074314,0.776945061,0.281477245,1.043991432,0.98047771,0.818842531,0.74842211,0.574561547,0.451670849,0.38334375,0.245033319,0.100215908,0.218521742,0.279360369,0.416110037,0.562675004,0.645596739,0.797267112,0.853849492
oblong (72).jpg,Oblong,1.234908214,0.806388395,0.277379149,0.959723785,0.880074522,0.745105348,0.638786375,0.515758819,0.391875421,0.331568334,0.196563233,0.158469125,0.314669068,0.380787929,0.487938815,0.625047851,0.699204113,0.832892041,0.894642689
oblong (720).jpg,Oblong,1.233050107,0.808551478,0.27529312,0.906801247,0.864703598,0.710715955,0.680843211,0.515800733,0.436195926,0.369143539,0.193917373,0.148123583,0.274910666,0.331738606,0.453915933,0.591470413,0.677712744,0.833914177,0.888114054
oblong (721).jpg,Oblong,1.244556618,0.806643267,0.288568039,0.896569219,0.834323351,0.68033052,0.607852289,0.452203982,0.332433376,0.267604278,0.139387195,0.15124786,0.25620761,0.311201606,0.444350568,0.582554857,0.665822866,0.820650514,0.875893504
oblong (722).jpg,Oblong,1.28486342,0.820699024,0.269337427,0.980304839,0.90757026,0.765411446,0.682691431,0.547467982,0.438891223,0.375954769,0.229912988,0.151593236,0.309410123,0.376120168,0.470318215,0.598410132,0.66728896,0.797405962,0.861756823
